threshold,tp,tn,fp,fn,sensitivity,specificity,ppv,npv,youden_j,meets_ps_target
0.048,149,182,35,0,1.0,0.8387096774193549,0.8097826086956522,1.0,0.838709677419355,False
0.049,149,182,35,0,1.0,0.8387096774193549,0.8097826086956522,1.0,0.838709677419355,False
0.05,149,182,35,0,1.0,0.8387096774193549,0.8097826086956522,1.0,0.838709677419355,False
0.051000000000000004,149,182,35,0,1.0,0.8387096774193549,0.8097826086956522,1.0,0.838709677419355,False
0.052000000000000005,149,182,35,0,1.0,0.8387096774193549,0.8097826086956522,1.0,0.838709677419355,False
0.053000000000000005,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.054,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.055,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.056,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.057,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.058,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.059000000000000004,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.060000000000000005,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.061000000000000006,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.062000000000000006,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.063,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.064,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.065,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.066,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.067,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.068,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.069,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.06999999999999999,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.071,149,183,34,0,1.0,0.8433179723502304,0.8142076502732241,1.0,0.8433179723502304,False
0.072,149,184,33,0,1.0,0.847926267281106,0.8186813186813187,1.0,0.8479262672811059,False
0.073,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.074,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.075,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.076,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.077,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.078,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.079,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.08,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.081,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.082,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.08299999999999999,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.08399999999999999,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.08499999999999999,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.086,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.087,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
0.088,149,186,31,0,1.0,0.8571428571428571,0.8277777777777777,1.0,0.8571428571428572,True
